<<<<<<< HEAD
InsuranceID,InsuranceCompany,PolicyNumber,StartDate,EndDate,Cost,VehicleID
487,Harel,200487,2024-01-01,2025-01-01,5299,341
488,Clal,200488,2024-01-01,2025-01-01,5120,60
489,Harel,200489,2024-01-01,2025-01-01,5262,281
490,Migdal,200490,2024-01-01,2025-01-01,4972,163
491,Migdal,200491,2024-01-01,2025-01-01,4890,133
492,Migdal,200492,2024-01-01,2025-01-01,5448,440
493,Migdal,200493,2024-01-01,2025-01-01,5239,489
494,Harel,200494,2024-01-01,2025-01-01,4804,39
495,Phoenix,200495,2024-01-01,2025-01-01,5182,15
496,Clal,200496,2024-01-01,2025-01-01,5343,196
497,Harel,200497,2024-01-01,2025-01-01,5492,5
498,Phoenix,200498,2024-01-01,2025-01-01,5031,353
499,Migdal,200499,2024-01-01,2025-01-01,4932,106
500,Harel,200500,2024-01-01,2025-01-01,5315,314
501,Phoenix,200501,2024-01-01,2025-01-01,4866,47
502,Phoenix,200502,2024-01-01,2025-01-01,5097,467
503,Phoenix,200503,2024-01-01,2025-01-01,5244,138
504,Harel,200504,2024-01-01,2025-01-01,5301,368
505,Clal,200505,2024-01-01,2025-01-01,4968,414
506,Harel,200506,2024-01-01,2025-01-01,5033,230
507,Harel,200507,2024-01-01,2025-01-01,5016,23
508,Clal,200508,2024-01-01,2025-01-01,4926,376
509,Clal,200509,2024-01-01,2025-01-01,5184,262
510,Clal,200510,2024-01-01,2025-01-01,5408,50
511,Clal,200511,2024-01-01,2025-01-01,5469,21
512,Migdal,200512,2024-01-01,2025-01-01,4918,427
513,Phoenix,200513,2024-01-01,2025-01-01,5189,127
514,Harel,200514,2024-01-01,2025-01-01,5285,157
515,Phoenix,200515,2024-01-01,2025-01-01,5445,10
516,Phoenix,200516,2024-01-01,2025-01-01,5230,104
517,Migdal,200517,2024-01-01,2025-01-01,5437,141
518,Phoenix,200518,2024-01-01,2025-01-01,4907,121
519,Migdal,200519,2024-01-01,2025-01-01,4916,109
520,Phoenix,200520,2024-01-01,2025-01-01,5003,205
>>>>>>> 8bfce9e51396a631d875e483467e80cae512bed0
